,id,inning,over,ball,batsman,non_striker,bowler,batsman_runs,extra_runs,total_runs,non_boundary,is_wicket,dismissal_kind,player_dismissed,fielder,extras_type,batting_team,bowling_team
132339,980983,2,13,3,RR Pant,SV Samson,Mustafizur Rahman,6,0,6,0,0,,,,,Delhi Daredevils,Sunrisers Hyderabad
171302,1178403,1,10,1,CH Gayle,SN Khan,YS Chahal,2,0,2,0,0,,,,,Kings XI Punjab,Royal Challengers Bangalore
173086,1178410,2,11,3,N Rana,RV Uthappa,MP Stoinis,0,0,0,0,0,,,,,Kolkata Knight Riders,Royal Challengers Bangalore
27554,419107,2,1,5,GC Smith,NV Ojha,R McLaren,4,0,4,0,0,,,,,Rajasthan Royals,Mumbai Indians
111376,829725,1,8,6,V Sehwag,WP Saha,Imran Tahir,1,0,1,0,0,,,,,Kings XI Punjab,Delhi Daredevils
44582,501210,1,13,3,AT Rayudu,SR Tendulkar,RA Jadeja,0,0,0,0,0,,,,,Mumbai Indians,Kochi Tuskers Kerala
130790,980971,1,15,6,WP Saha,GJ Maxwell,Z Khan,4,0,4,0,0,,,,,Kings XI Punjab,Delhi Daredevils
98043,729309,1,1,2,RG Sharma,AP Tare,Mohammed Shami,1,0,1,0,0,,,,,Mumbai Indians,Delhi Daredevils
25664,392234,2,13,1,KC Sangakkara,WA Mota,R Ashwin,1,0,1,0,0,,,,,Kings XI Punjab,Chennai Super Kings
53536,501249,1,4,6,MEK Hussey,M Vijay,A Singh,4,0,4,0,0,,,,,Chennai Super Kings,Rajasthan Royals
62786,548323,2,1,6,JH Kallis,G Gambhir,BA Bhatt,0,0,0,0,1,caught,JH Kallis,P Dogra,,Kolkata Knight Riders,Kings XI Punjab
46320,501219,1,18,2,RV Gomez,R Vinay Kumar,Shakib Al Hasan,6,0,6,0,0,,,,,Kochi Tuskers Kerala,Kolkata Knight Riders
139164,1082602,2,1,1,PA Patel,JC Buttler,STR Binny,1,0,1,0,0,,,,,Mumbai Indians,Royal Challengers Bangalore
66988,548343,1,0,3,Mandeep Singh,SE Marsh,KMDN Kulasekara,0,0,0,0,0,,,,,Kings XI Punjab,Chennai Super Kings
153727,1136575,1,6,2,DJM Short,AM Rahane,N Rana,4,0,4,0,0,,,,,Rajasthan Royals,Kolkata Knight Riders
28710,419112,1,10,2,MS Bisla,RS Bopara,V Kohli,1,0,1,0,0,,,,,Kings XI Punjab,Royal Challengers Bangalore
188115,1216529,2,9,4,SA Yadav,Q de Kock,R Ashwin,1,0,1,0,0,,,,,Mumbai Indians,Delhi Capitals
156416,1136586,1,15,1,GJ Maxwell,SS Iyer,PP Chawla,0,0,0,0,0,,,,,Delhi Daredevils,Kolkata Knight Riders
12351,336036,1,9,3,ST Jayasuriya,SR Tendulkar,SK Warne,4,0,4,0,0,,,,,Mumbai Indians,Rajasthan Royals
28720,419112,1,11,6,RS Bopara,MS Bisla,A Kumble,4,0,4,0,0,,,,,Kings XI Punjab,Royal Challengers Bangalore
19625,392209,1,14,2,SK Raina,MS Dhoni,TL Suman,4,0,4,0,0,,,,,Chennai Super Kings,Deccan Chargers
35039,419138,2,15,5,R Sharma,TL Suman,R McLaren,0,0,0,0,0,,,,,Deccan Chargers,Mumbai Indians
145055,1082628,2,12,4,KA Pollard,RG Sharma,YS Chahal,4,0,4,0,0,,,,,Mumbai Indians,Royal Challengers Bangalore
85532,598036,2,0,5,R Dravid,AM Rahane,R Rampaul,0,0,0,0,0,,,,,Rajasthan Royals,Royal Challengers Bangalore
24973,392231,2,18,6,WP Saha,BJ Hodge,L Balaji,4,0,4,0,0,,,,,Kolkata Knight Riders,Chennai Super Kings
10731,336028,2,12,3,AM Nayar,SR Tendulkar,VRV Singh,6,0,6,0,0,,,,,Mumbai Indians,Kings XI Punjab
184384,1216514,2,14,2,V Kohli,D Padikkal,R Tewatia,2,0,2,0,0,,,,,Royal Challengers Bangalore,Rajasthan Royals
130301,980967,2,14,4,DJ Hooda,S Dhawan,RA Jadeja,1,0,1,0,0,,,,,Sunrisers Hyderabad,Gujarat Lions
130823,980971,1,1,2,M Vijay,MP Stoinis,Mohammed Shami,1,0,1,0,0,,,,,Kings XI Punjab,Delhi Daredevils
174249,1178415,1,18,4,STR Binny,AM Rahane,CH Morris,0,0,0,0,0,,,,,Rajasthan Royals,Delhi Capitals
146313,1082633,2,8,5,Mandeep Singh,SR Watson,AR Patel,0,0,0,0,0,,,,,Royal Challengers Bangalore,Kings XI Punjab
123049,980905,1,19,3,WP Saha,MP Stoinis,DJ Bravo,0,0,0,0,1,caught,WP Saha,RA Jadeja,,Kings XI Punjab,Gujarat Lions
70493,548357,2,13,6,JH Kallis,BB McCullum,UT Yadav,4,0,4,0,0,,,,,Kolkata Knight Riders,Delhi Daredevils
79501,598011,1,14,2,KD Karthik,RG Sharma,AB Dinda,4,0,4,0,0,,,,,Mumbai Indians,Pune Warriors
111625,829727,1,8,1,EJG Morgan,NV Ojha,JP Faulkner,0,0,0,0,0,,,,,Sunrisers Hyderabad,Rajasthan Royals
124495,980917,2,5,1,SK Raina,AJ Finch,KH Pandya,1,0,1,0,0,,,,,Gujarat Lions,Mumbai Indians
114369,829751,1,2,5,LMP Simmons,PA Patel,TA Boult,0,0,0,0,0,,,,,Mumbai Indians,Sunrisers Hyderabad
50923,501238,1,18,3,TR Birt,IK Pathan,R Vinay Kumar,4,0,4,0,0,,,,,Delhi Daredevils,Kochi Tuskers Kerala
131911,980979,2,3,5,UT Khawaja,GJ Bailey,A Nehra,0,0,0,0,0,,,,,Rising Pune Supergiants,Sunrisers Hyderabad
30654,419120,2,13,3,M Manhas,KD Karthik,RP Singh,1,0,1,0,0,,,,,Delhi Daredevils,Deccan Chargers
85011,598033,2,12,3,J Syed Mohammad,SS Tiwary,Harbhajan Singh,0,0,0,0,0,,,,,Royal Challengers Bangalore,Mumbai Indians
106757,734033,1,9,6,SE Marsh,WP Saha,PV Tambe,1,0,1,0,0,,,,,Kings XI Punjab,Rajasthan Royals
38806,419154,2,0,1,MK Pandey,JH Kallis,SR Watson,0,0,0,0,0,,,,,Royal Challengers Bangalore,Rajasthan Royals
59409,548309,1,19,5,KK Cooper,OA Shah,JP Faulkner,4,0,4,0,0,,,,,Rajasthan Royals,Kings XI Punjab
86816,598041,2,1,6,LA Pomersbach,Mandeep Singh,MM Sharma,0,0,0,0,1,bowled,LA Pomersbach,,,Kings XI Punjab,Chennai Super Kings
84841,598033,1,19,2,Harbhajan Singh,MG Johnson,R Rampaul,0,0,0,0,1,caught,Harbhajan Singh,SS Tiwary,,Mumbai Indians,Royal Challengers Bangalore
134318,981001,2,5,2,SK Raina,AJ Finch,M Morkel,1,0,1,0,0,,,,,Gujarat Lions,Kolkata Knight Riders
73418,548369,2,15,2,DPMD Jayawardene,IK Pathan,PP Chawla,0,0,0,0,0,,,,,Delhi Daredevils,Kings XI Punjab
89838,598054,2,5,3,DA Warner,UBT Chand,JD Unadkat,0,0,0,0,0,,,,,Delhi Daredevils,Royal Challengers Bangalore
28170,419110,1,1,6,AC Gilchrist,VVS Laxman,S Tyagi,0,1,1,0,0,,,,legbyes,Deccan Chargers,Chennai Super Kings
100191,733979,1,0,2,AM Rahane,KK Nair,R Vinay Kumar,0,0,0,0,0,,,,,Rajasthan Royals,Kolkata Knight Riders
92739,598066,2,13,5,KA Pollard,R Dhawan,PP Chawla,2,0,2,0,0,,,,,Mumbai Indians,Kings XI Punjab
60930,548316,1,2,1,SK Raina,F du Plessis,IK Pathan,1,0,1,0,0,,,,,Chennai Super Kings,Delhi Daredevils
143616,1082621,2,1,4,Ishan Kishan,BB McCullum,S Aravind,0,0,0,0,0,,,,,Gujarat Lions,Royal Challengers Bangalore
93499,598069,2,7,6,S Dhawan,PA Patel,JH Kallis,1,0,1,0,0,,,,,Sunrisers Hyderabad,Kolkata Knight Riders
112168,829731,1,17,3,KM Jadhav,AD Mathews,B Kumar,1,0,1,0,0,,,,,Delhi Daredevils,Sunrisers Hyderabad
185497,1216519,2,9,2,V Kohli,MM Ali,AR Patel,0,0,0,0,0,,,,,Royal Challengers Bangalore,Delhi Capitals
186968,1216525,1,2,3,AJ Finch,D Padikkal,DL Chahar,0,0,0,0,0,,,,,Royal Challengers Bangalore,Chennai Super Kings
139157,1082602,2,0,1,PA Patel,JC Buttler,S Badree,0,0,0,0,0,,,,,Mumbai Indians,Royal Challengers Bangalore
92557,598065,1,4,2,BB Samantray,GH Vihari,PV Tambe,0,0,0,0,0,,,,,Sunrisers Hyderabad,Rajasthan Royals
19774,392209,1,18,2,JA Morkel,MS Dhoni,RJ Harris,0,0,0,0,0,,,,,Chennai Super Kings,Deccan Chargers
174393,1178416,2,2,5,SK Raina,SR Watson,B Kumar,4,0,4,0,0,,,,,Chennai Super Kings,Sunrisers Hyderabad
89,335982,1,1,4,BB McCullum,SC Ganguly,Z Khan,6,0,6,0,0,,,,,Kolkata Knight Riders,Royal Challengers Bangalore
145396,1082629,1,14,5,KD Karthik,RA Jadeja,DT Christian,1,0,1,0,0,,,,,Gujarat Lions,Rising Pune Supergiant
19838,392210,2,12,4,Yuvraj Singh,IK Pathan,YK Pathan,1,0,1,0,0,,,,,Kings XI Punjab,Rajasthan Royals
96254,729293,1,18,1,MS Dhoni,RA Jadeja,JD Unadkat,1,0,1,0,0,,,,,Chennai Super Kings,Delhi Daredevils
42453,501201,2,14,1,SR Tendulkar,RG Sharma,RE van der Merwe,0,0,0,0,0,,,,,Mumbai Indians,Delhi Daredevils
90208,598055,2,12,2,RG Sharma,AT Rayudu,Yuvraj Singh,1,0,1,0,0,,,,,Mumbai Indians,Pune Warriors
191328,1216543,1,3,3,S Dhawan,SS Iyer,Kartik Tyagi,6,0,6,0,0,,,,,Delhi Capitals,Rajasthan Royals
73238,548369,1,6,1,N Saini,DJ Hussey,P Negi,0,0,0,0,0,,,,,Kings XI Punjab,Delhi Daredevils
151609,1136566,1,12,6,AM Rahane,JC Buttler,Mohammed Shami,1,0,1,0,0,,,,,Rajasthan Royals,Delhi Daredevils
7359,336013,2,3,3,SE Marsh,K Goel,JA Morkel,3,0,3,0,0,,,,,Kings XI Punjab,Chennai Super Kings
93856,598071,2,1,6,R Dravid,AM Rahane,I Sharma,0,0,0,0,1,caught,R Dravid,KV Sharma,,Rajasthan Royals,Sunrisers Hyderabad
87087,598042,1,6,5,V Kohli,SS Tiwary,TL Suman,1,0,1,0,0,,,,,Royal Challengers Bangalore,Pune Warriors
130048,980965,1,14,1,JP Duminy,SW Billings,R Bhatia,2,0,2,0,0,,,,,Delhi Daredevils,Rising Pune Supergiants
127157,980941,1,3,5,PA Patel,AT Rayudu,AR Patel,1,0,1,0,0,,,,,Mumbai Indians,Kings XI Punjab
20314,392212,1,8,4,AC Gilchrist,RG Sharma,DJ Bravo,0,0,0,0,0,,,,,Deccan Chargers,Mumbai Indians
163566,1136616,1,15,4,AR Patel,KK Nair,RA Jadeja,6,0,6,0,0,,,,,Kings XI Punjab,Chennai Super Kings
122674,980903,2,6,1,G Gambhir,RV Uthappa,CR Brathwaite,0,0,0,0,0,,,,,Kolkata Knight Riders,Delhi Daredevils
45461,501214,2,2,1,MS Bisla,G Gambhir,SW Tait,0,0,0,0,0,,,,,Kolkata Knight Riders,Rajasthan Royals
114003,829747,1,7,2,SS Iyer,JP Duminy,HH Pandya,0,0,0,0,0,,,,,Delhi Daredevils,Mumbai Indians
128266,980949,2,0,5,DR Smith,BB McCullum,JA Morkel,0,0,0,0,0,,,,,Gujarat Lions,Rising Pune Supergiants
34133,419135,2,1,4,AC Gilchrist,HH Gibbs,SE Bond,1,0,1,0,0,,,,,Deccan Chargers,Kolkata Knight Riders
139441,1082603,1,7,2,SPD Smith,BA Stokes,Basil Thampi,1,0,1,0,0,,,,,Rising Pune Supergiant,Gujarat Lions
17344,392199,2,3,7,JH Kallis,SP Goswami,AB Agarkar,1,0,1,0,0,,,,,Royal Challengers Bangalore,Kolkata Knight Riders
133599,980995,2,2,2,V Kohli,CH Gayle,AD Russell,4,0,4,0,0,,,,,Royal Challengers Bangalore,Kolkata Knight Riders
16833,392197,2,2,2,CH Gayle,BJ Hodge,DJ Bravo,0,1,1,0,0,,,,wides,Kolkata Knight Riders,Mumbai Indians
166899,1175365,1,2,3,CA Lynn,NS Naik,CH Morris,0,0,0,0,0,,,,,Kolkata Knight Riders,Delhi Capitals
120998,829811,1,11,5,SV Samson,SR Watson,Shakib Al Hasan,0,0,0,0,0,,,,,Rajasthan Royals,Kolkata Knight Riders
97387,729301,2,15,4,KP Pietersen,KD Karthik,DJG Sammy,1,0,1,0,0,,,,,Delhi Daredevils,Sunrisers Hyderabad
135135,981009,1,17,5,YK Pathan,Shakib Al Hasan,BB Sran,1,0,1,0,0,,,,,Kolkata Knight Riders,Sunrisers Hyderabad
116099,829767,2,4,5,SS Iyer,MA Agarwal,Sandeep Sharma,0,0,0,0,0,,,,,Delhi Daredevils,Kings XI Punjab
175638,1178421,2,8,3,S Dube,AB de Villiers,A Mishra,0,0,0,0,0,,,,,Royal Challengers Bangalore,Delhi Capitals
30596,419120,1,10,3,RG Sharma,A Symonds,MC Henriques,0,0,0,0,0,,,,,Deccan Chargers,Delhi Daredevils
163385,1136615,2,5,8,Ishan Kishan,E Lewis,LE Plunkett,1,0,1,0,0,,,,,Mumbai Indians,Delhi Daredevils
21975,392219,1,0,7,BJ Hodge,SC Ganguly,A Nehra,0,0,0,0,1,caught,BJ Hodge,AB de Villiers,,Kolkata Knight Riders,Delhi Daredevils
27145,419106,2,16,1,RG Sharma,Anirudh Singh,AD Mathews,0,0,0,0,0,,,,,Deccan Chargers,Kolkata Knight Riders
52562,501245,1,2,2,M Vijay,MEK Hussey,B Lee,0,0,0,0,0,,,,,Chennai Super Kings,Kolkata Knight Riders
33421,419132,1,10,6,Yuvraj Singh,SE Marsh,Harbhajan Singh,2,0,2,0,0,,,,,Kings XI Punjab,Mumbai Indians
118583,829789,2,10,2,RG Sharma,LMP Simmons,R Ashwin,1,0,1,0,0,,,,,Mumbai Indians,Chennai Super Kings
118366,829787,1,15,1,EJG Morgan,RS Bopara,PV Tambe,0,0,0,0,0,,,,,Sunrisers Hyderabad,Rajasthan Royals
127730,980945,2,11,5,JP Duminy,CH Morris,RA Jadeja,6,0,6,0,0,,,,,Delhi Daredevils,Gujarat Lions
82657,598024,1,17,3,RG Sharma,KA Pollard,AB Agarkar,6,0,6,0,0,,,,,Mumbai Indians,Delhi Daredevils
183471,1216510,2,0,2,AJ Finch,D Padikkal,SS Cottrell,0,0,0,0,0,,,,,Royal Challengers Bangalore,Kings XI Punjab
57205,501266,1,2,5,SK Raina,M Vijay,Z Khan,0,1,1,0,0,,,,wides,Chennai Super Kings,Royal Challengers Bangalore
74394,548373,2,11,5,PA Reddy,JP Duminy,SK Trivedi,0,0,0,0,1,caught,PA Reddy,OA Shah,,Deccan Chargers,Rajasthan Royals
101453,733989,2,13,3,STR Binny,SPD Smith,IK Pathan,1,0,1,0,0,,,,,Rajasthan Royals,Sunrisers Hyderabad
163466,1136616,1,18,5,KK Nair,MM Sharma,DJ Bravo,0,0,0,0,1,caught,KK Nair,DL Chahar,,Kings XI Punjab,Chennai Super Kings
41599,501198,1,5,1,S Anirudha,SK Raina,JH Kallis,4,0,4,0,0,,,,,Chennai Super Kings,Kolkata Knight Riders
77581,598003,1,1,3,TL Suman,RV Uthappa,RJ Harris,0,0,0,0,0,,,,,Pune Warriors,Kings XI Punjab
28530,419111,1,19,2,A Uniyal,AA Jhunjhunwala,DP Nannes,1,0,1,0,0,,,,,Rajasthan Royals,Delhi Daredevils
91249,598060,2,9,6,KD Karthik,SR Tendulkar,A Mishra,1,0,1,0,0,,,,,Mumbai Indians,Sunrisers Hyderabad
90708,598057,1,15,5,AB de Villiers,MC Henriques,L Balaji,0,0,0,0,1,caught,AB de Villiers,MS Bisla,,Royal Challengers Bangalore,Kolkata Knight Riders
32286,419127,1,8,2,MK Tiwary,SC Ganguly,SJ Srivastava,0,0,0,0,0,,,,,Kolkata Knight Riders,Kings XI Punjab
117987,829785,1,8,2,V Kohli,CH Gayle,AR Patel,0,0,0,0,0,,,,,Royal Challengers Bangalore,Kings XI Punjab
119982,829801,1,18,4,P Negi,RA Jadeja,Z Khan,0,0,0,0,0,,,,,Chennai Super Kings,Delhi Daredevils
161909,1136609,2,10,5,KD Karthik,CA Lynn,IS Sodhi,1,0,1,0,0,,,,,Kolkata Knight Riders,Rajasthan Royals
129975,980963,2,2,2,M Vohra,M Vijay,AD Russell,0,1,1,0,0,,,,legbyes,Kings XI Punjab,Kolkata Knight Riders
97082,729299,2,16,5,AB de Villiers,Yuvraj Singh,JH Kallis,0,0,0,0,0,,,,,Royal Challengers Bangalore,Kolkata Knight Riders
120784,829809,2,13,4,F du Plessis,SK Raina,R Dhawan,0,0,0,0,1,bowled,F du Plessis,,,Chennai Super Kings,Kings XI Punjab
117804,829783,1,18,3,SS Tiwary,Yuvraj Singh,SL Malinga,0,0,0,0,0,,,,,Delhi Daredevils,Mumbai Indians
84380,598031,2,1,1,MS Bisla,G Gambhir,Azhar Mahmood,1,0,1,0,0,,,,,Kolkata Knight Riders,Kings XI Punjab
72662,548366,2,19,3,Gurkeerat Singh,DJ Hussey,MS Gony,6,0,6,0,0,,,,,Kings XI Punjab,Deccan Chargers
75881,548380,1,0,6,MEK Hussey,M Vijay,Sunny Gupta,1,0,1,0,0,,,,,Chennai Super Kings,Delhi Daredevils
38480,419152,2,1,5,V Sehwag,DA Warner,CRD Fernando,4,0,4,0,0,,,,,Delhi Daredevils,Mumbai Indians
25229,392232,1,0,6,AB de Villiers,G Gambhir,P Kumar,0,0,0,0,0,,,,,Delhi Daredevils,Royal Challengers Bangalore
20996,392215,2,2,4,DA Warner,G Gambhir,SL Malinga,0,0,0,0,0,,,,,Delhi Daredevils,Mumbai Indians
19471,392208,2,7,3,RV Uthappa,JH Kallis,Harbhajan Singh,1,0,1,0,0,,,,,Royal Challengers Bangalore,Mumbai Indians
118957,829793,2,12,2,SS Tiwary,KM Jadhav,KV Sharma,1,0,1,0,0,,,,,Delhi Daredevils,Sunrisers Hyderabad
79026,598009,1,15,3,DH Yagnik,BJ Hodge,R Sharma,1,0,1,0,0,,,,,Rajasthan Royals,Pune Warriors
66991,548343,1,0,6,Mandeep Singh,SE Marsh,KMDN Kulasekara,1,0,1,0,0,,,,,Kings XI Punjab,Chennai Super Kings
157250,1136589,2,10,5,RV Uthappa,CA Lynn,YS Chahal,0,0,0,0,0,,,,,Kolkata Knight Riders,Royal Challengers Bangalore
48776,501229,1,1,2,S Dhawan,B Chipli,S Sreesanth,0,0,0,0,0,,,,,Deccan Chargers,Kochi Tuskers Kerala
107046,734035,1,3,4,YV Takawale,VH Zol,S Badree,0,0,0,0,0,,,,,Royal Challengers Bangalore,Chennai Super Kings
102428,733997,2,5,6,RV Uthappa,G Gambhir,AR Patel,1,0,1,0,0,,,,,Kolkata Knight Riders,Kings XI Punjab
187880,1216528,1,18,7,MS Dhoni,RA Jadeja,T Natarajan,0,0,0,0,1,caught,MS Dhoni,KS Williamson,,Chennai Super Kings,Sunrisers Hyderabad
22857,392222,1,15,2,B Lee,K Goel,JP Duminy,1,0,1,0,0,,,,,Kings XI Punjab,Mumbai Indians
126150,980931,2,18,1,R Bhatia,NLTC Perera,SR Watson,2,0,2,0,0,,,,,Rising Pune Supergiants,Royal Challengers Bangalore
34476,419136,1,4,2,MS Bisla,KC Sangakkara,R Vinay Kumar,0,0,0,0,0,,,,,Kings XI Punjab,Royal Challengers Bangalore
103880,734009,1,5,4,RG Sharma,AT Rayudu,Shakib Al Hasan,0,0,0,0,0,,,,,Mumbai Indians,Kolkata Knight Riders
62060,548320,2,2,4,JH Kallis,G Gambhir,J Botha,0,0,0,0,0,,,,,Kolkata Knight Riders,Rajasthan Royals
58846,548307,1,5,5,G Gambhir,DB Das,GJ Maxwell,1,0,1,0,0,,,,,Kolkata Knight Riders,Delhi Daredevils
144771,1082626,2,7,3,MJ Guptill,HM Amla,S Nadeem,6,0,6,0,0,,,,,Kings XI Punjab,Delhi Daredevils
45984,501216,2,7,6,Y Venugopal Rao,DA Warner,Harmeet Singh,4,0,4,0,0,,,,,Delhi Daredevils,Deccan Chargers
119570,829797,2,11,6,SV Samson,DJ Hooda,RA Jadeja,0,0,0,0,0,,,,,Rajasthan Royals,Chennai Super Kings
116013,829767,1,4,4,GJ Bailey,DA Miller,Z Khan,1,0,1,0,0,,,,,Kings XI Punjab,Delhi Daredevils
144286,1082624,2,6,5,KM Jadhav,V Kohli,Imran Tahir,1,0,1,0,0,,,,,Royal Challengers Bangalore,Rising Pune Supergiant
62493,548322,2,12,6,SPD Smith,JD Ryder,VY Mahesh,0,0,0,0,0,,,,,Pune Warriors,Chennai Super Kings
108653,734049,2,4,1,MK Pandey,G Gambhir,L Balaji,4,0,4,0,0,,,,,Kolkata Knight Riders,Kings XI Punjab
112320,829733,2,2,2,RV Uthappa,G Gambhir,Sandeep Sharma,0,0,0,0,1,lbw,RV Uthappa,,,Kolkata Knight Riders,Kings XI Punjab
189055,1216533,1,2,1,SM Curran,F du Plessis,JC Archer,0,0,0,0,0,,,,,Chennai Super Kings,Rajasthan Royals
27356,419107,1,9,3,SS Tiwary,AT Rayudu,SK Warne,0,1,1,0,0,,,,wides,Mumbai Indians,Rajasthan Royals
115746,829765,1,1,5,BB McCullum,DR Smith,UT Yadav,0,0,0,0,0,,,,,Chennai Super Kings,Kolkata Knight Riders
45374,501213,2,10,1,NV Ojha,IK Pathan,AA Jhunjhunwala,0,1,1,0,0,,,,wides,Delhi Daredevils,Pune Warriors
27678,419108,1,1,3,RS Bopara,KC Sangakkara,MF Maharoof,0,1,1,0,0,,,,wides,Kings XI Punjab,Delhi Daredevils
157361,1136590,1,9,6,SR Watson,F du Plessis,A Mishra,1,0,1,0,0,,,,,Chennai Super Kings,Delhi Daredevils
114947,829757,2,3,2,CH Gayle,V Kohli,Imran Tahir,4,0,4,0,0,,,,,Royal Challengers Bangalore,Delhi Daredevils
138351,1082598,1,17,6,AB de Villiers,STR Binny,MM Sharma,0,0,0,0,0,,,,,Royal Challengers Bangalore,Kings XI Punjab
149929,1082649,1,2,2,SP Narine,G Gambhir,MG Johnson,1,0,1,0,0,,,,,Kolkata Knight Riders,Mumbai Indians
37882,419150,1,5,4,JP Duminy,SR Tendulkar,AA Jhunjhunwala,4,0,4,0,0,,,,,Mumbai Indians,Rajasthan Royals
86052,598038,1,13,6,S Badrinath,SK Raina,KW Richardson,1,0,1,0,0,,,,,Chennai Super Kings,Pune Warriors
40980,419163,2,2,4,AC Gilchrist,HH Gibbs,R Ashwin,0,0,0,0,0,,,,,Deccan Chargers,Chennai Super Kings
68589,548349,2,8,4,KP Pietersen,V Sehwag,AA Chavan,0,0,0,0,0,,,,,Delhi Daredevils,Rajasthan Royals
105623,734023,1,8,4,SK Raina,BB McCullum,UT Yadav,1,0,1,0,0,,,,,Chennai Super Kings,Kolkata Knight Riders
39078,419155,1,9,2,JA Morkel,S Badrinath,V Sehwag,0,0,0,0,0,,,,,Chennai Super Kings,Delhi Daredevils
190232,1216538,2,3,3,DA Warner,JM Bairstow,JL Pattinson,0,0,0,0,0,,,,,Sunrisers Hyderabad,Mumbai Indians
90025,598054,2,2,6,DPMD Jayawardene,V Sehwag,R Rampaul,1,0,1,0,0,,,,,Delhi Daredevils,Royal Challengers Bangalore
250,335983,1,11,1,MEK Hussey,SK Raina,K Goel,6,0,6,0,0,,,,,Chennai Super Kings,Kings XI Punjab
174976,1178418,1,17,4,KD Karthik,RK Singh,JD Unadkat,0,0,0,0,0,,,,,Kolkata Knight Riders,Rajasthan Royals
139467,1082603,1,11,4,MK Tiwary,BA Stokes,DR Smith,0,0,0,0,0,,,,,Rising Pune Supergiant,Gujarat Lions
65234,548334,1,5,3,JEC Franklin,SR Tendulkar,Azhar Mahmood,1,0,1,0,0,,,,,Mumbai Indians,Kings XI Punjab
139718,1082604,2,13,5,Yuvraj Singh,BCJ Cutting,SP Narine,0,0,0,0,0,,,,,Sunrisers Hyderabad,Kolkata Knight Riders
52253,501243,2,17,4,JR Hopes,IK Pathan,A Mishra,1,0,1,0,0,,,,,Delhi Daredevils,Deccan Chargers
37067,419147,1,9,4,MS Dhoni,SK Raina,PP Ojha,2,0,2,0,0,,,,,Chennai Super Kings,Deccan Chargers
80875,598016,1,18,4,MS Gony,PP Chawla,SP Narine,6,0,6,0,0,,,,,Kings XI Punjab,Kolkata Knight Riders
43598,501206,1,12,3,S Badrinath,M Vijay,BA Bhatt,0,0,0,0,0,,,,,Chennai Super Kings,Kings XI Punjab
10608,336028,1,10,7,SE Marsh,LA Pomersbach,DR Smith,0,0,0,0,0,,,,,Kings XI Punjab,Mumbai Indians
51928,501242,2,5,5,EJG Morgan,JH Kallis,P Parameswaran,1,0,1,0,0,,,,,Kolkata Knight Riders,Kochi Tuskers Kerala
28158,419110,1,0,1,AC Gilchrist,VVS Laxman,JA Morkel,1,0,1,0,0,,,,,Deccan Chargers,Chennai Super Kings
104975,734017,2,17,1,BJ Hodge,JP Faulkner,JJ Bumrah,2,0,2,0,0,,,,,Rajasthan Royals,Mumbai Indians
163532,1136616,1,9,6,MK Tiwary,DA Miller,DJ Bravo,1,0,1,0,0,,,,,Kings XI Punjab,Chennai Super Kings
51424,501240,2,3,3,MEK Hussey,SK Raina,J Botha,1,0,1,0,0,,,,,Chennai Super Kings,Rajasthan Royals
180269,1216497,1,16,2,N Rana,SP Narine,K Rabada,0,0,0,0,0,,,,,Kolkata Knight Riders,Delhi Capitals
133701,980995,2,5,5,CH Gayle,V Kohli,PP Chawla,0,0,0,0,0,,,,,Royal Challengers Bangalore,Kolkata Knight Riders
104309,734013,1,15,4,MS Dhoni,SK Raina,YS Chahal,1,0,1,0,0,,,,,Chennai Super Kings,Royal Challengers Bangalore
88905,598050,1,11,6,SR Tendulkar,DR Smith,Iqbal Abdulla,0,0,0,0,0,,,,,Mumbai Indians,Kolkata Knight Riders
136862,1082592,2,7,5,SPD Smith,AM Rahane,KH Pandya,1,0,1,0,0,,,,,Rising Pune Supergiant,Mumbai Indians
58014,501269,2,14,2,JEC Franklin,KA Pollard,JH Kallis,1,0,1,0,0,,,,,Mumbai Indians,Kolkata Knight Riders
60491,548314,1,11,2,DT Christian,KC Sangakkara,KA Pollard,0,1,1,0,0,,,,wides,Deccan Chargers,Mumbai Indians
115775,829765,1,6,3,SK Raina,DR Smith,GB Hogg,0,0,0,0,0,,,,,Chennai Super Kings,Kolkata Knight Riders
146727,1082635,1,14,4,RG Sharma,KA Pollard,Z Khan,1,0,1,0,0,,,,,Mumbai Indians,Delhi Daredevils
143153,1082618,1,4,6,AM Rahane,RA Tripathi,JJ Bumrah,0,0,0,0,0,,,,,Rising Pune Supergiant,Mumbai Indians
103433,734005,1,13,4,Yuvraj Singh,AB de Villiers,Imran Tahir,0,0,0,0,0,,,,,Royal Challengers Bangalore,Delhi Daredevils
37093,419147,1,13,5,MEK Hussey,SK Raina,PP Ojha,0,0,0,0,0,,,,,Chennai Super Kings,Deccan Chargers
161446,1136607,1,9,5,E Lewis,SA Yadav,JD Unadkat,0,0,0,0,0,,,,,Mumbai Indians,Rajasthan Royals
31912,419125,2,3,3,SR Tendulkar,S Dhawan,L Balaji,1,0,1,0,0,,,,,Mumbai Indians,Chennai Super Kings
52094,501243,1,6,5,KC Sangakkara,S Dhawan,AB Agarkar,0,0,0,0,0,,,,,Deccan Chargers,Delhi Daredevils
26963,392239,1,7,5,A Symonds,HH Gibbs,RE van der Merwe,1,0,1,0,0,,,,,Deccan Chargers,Royal Challengers Bangalore
